,Threshold,Number_Columns_Train,Names_Columns_Train,Names_Columns_Final,Final_Model_Parameters,"Training ACC, F1, Precision, Recall","Validation ACC, F1, Precision, Recall","Testing ACC, F1, Precision, Recall",Global Explanations,Local Explanations,Results_Training_Before_FS,Results_Training_After_FS
0,2.89,19,"['paperlessbilling', 'paymentmethod', 'dependents', 'multiplelines', 'totalcharges', 'phoneservice', 'deviceprotection', 'monthlycharges', 'seniorcitizen', 'onlinebackup', 'techsupport', 'streamingmovies', 'onlinesecurity', 'contract', 'internetservice', 'partner', 'gender', 'streamingtv', 'tenure']","['contract', 'monthlycharges', 'totalcharges', 'tenure', 'paymentmethod']","{'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 7, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}","(np.float64(0.7826846497396296), 0.646798465624078, 0.5266698702546853, 0.8379204892966361)","(np.float64(0.7376510095642883), np.float64(0.6165305475059665))","(np.float64(0.7518495631129969), 0.6114911080711354, 0.4961154273029967, 0.7967914438502673)","{'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Importance': array([0.14213386, 0.22610074, 0.10387759, 0.4747374 , 0.        ,
       0.02788909, 0.00261203, 0.00290064, 0.01877393, 0.00097472])}","{0: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-0.04986011,  0.39257778,  0.18756669, -0.11528315,  0.        ,
       -0.01021302,  0.00139374, -0.00051127,  0.01597923,  0.07835012]), 'Predicted Class': np.int64(0)}, 1: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 3.64347404e-02,  1.09312847e-01,  7.01609722e-03, -1.40473743e-01,
        0.00000000e+00, -1.33831216e-02,  3.60595338e-04,  7.31293628e-04,
        1.42453518e-02, -6.79848501e-05]), 'Predicted Class': np.int64(0)}, 2: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 7.63605953e-02, -6.10770665e-02,  1.50353136e-01,  3.07254660e-01,
        0.00000000e+00,  1.97002336e-02, -1.47034577e-03,  1.20857887e-03,
        7.51730397e-03,  1.52905199e-04]), 'Predicted Class': np.int64(0)}, 3: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 1.08217909e-01,  6.35341507e-02,  7.69761411e-02,  2.42818481e-01,
        0.00000000e+00, -2.92358958e-02,  7.99767977e-04,  2.77909096e-03,
        5.30714836e-03, -4.92416782e-05]), 'Predicted Class': np.int64(0)}, 4: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 1.40159316e-02,  7.70008606e-02,  4.13605749e-02,  2.26161739e-01,
        0.00000000e+00, -6.17597089e-02,  7.99767977e-04,  2.77909096e-03,
        8.38741087e-03, -4.92416782e-05]), 'Predicted Class': np.int64(0)}}","[{'criterion': 'entropy', 'max_depth': 20}, np.float64(0.6636632297839051), np.float64(0.5061918283690449), array([1.13919605e-01, 1.94134840e-01, 1.79137508e-01, 1.44885248e-02,
       1.50198751e-02, 8.16767366e-03, 1.08059864e-02, 1.09153029e-02,
       1.10233449e-02, 8.39528715e-04, 1.05842610e-03, 8.28739962e-03,
       1.13527691e-03, 8.33573162e-03, 1.01295769e-04, 3.73795861e-02,
       1.81486847e-19, 1.47031839e-02, 3.78562298e-04, 8.58077949e-03,
       9.75204464e-03, 0.00000000e+00, 7.90179717e-03, 8.47454129e-03,
       2.28015593e-05, 7.09980211e-03, 1.06682599e-02, 9.79117471e-05,
       7.01019536e-03, 4.14212705e-03, 0.00000000e+00, 4.17846387e-03,
       5.95210192e-03, 7.74258901e-04, 7.52807952e-03, 1.84395698e-01,
       5.63611085e-03, 6.37698226e-03, 1.09059551e-02, 1.06800946e-02,
       1.21682585e-02, 1.35275545e-02, 1.60939179e-02, 1.02224437e-02,
       9.69491224e-03, 8.28325642e-03])]","[{'criterion': 'entropy', 'max_depth': 7}, np.float64(0.7376510095642883), np.float64(0.6165305475059665), array([0.12930108, 0.24321131, 0.10442533, 0.45789152, 0.01452283,
       0.01725562, 0.00754312, 0.00363128, 0.02032408, 0.00189383])]"
1,2.84,18,"['paperlessbilling', 'paymentmethod', 'dependents', 'multiplelines', 'totalcharges', 'phoneservice', 'deviceprotection', 'monthlycharges', 'seniorcitizen', 'onlinebackup', 'techsupport', 'streamingmovies', 'onlinesecurity', 'contract', 'internetservice', 'gender', 'streamingtv', 'tenure']","['monthlycharges', 'contract', 'totalcharges', 'tenure', 'paymentmethod']","{'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 7, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}","(np.float64(0.7826846497396296), 0.646798465624078, 0.5266698702546853, 0.8379204892966361)","(np.float64(0.7376510095642883), np.float64(0.6165305475059665))","(np.float64(0.7518495631129969), 0.6114911080711354, 0.4961154273029967, 0.7967914438502673)","{'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Importance': array([0.14213386, 0.22610074, 0.10387759, 0.4747374 , 0.        ,
       0.02788909, 0.00261203, 0.00290064, 0.01877393, 0.00097472])}","{0: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-0.04986011,  0.39257778,  0.18756669, -0.11528315,  0.        ,
       -0.01021302,  0.00139374, -0.00051127,  0.01597923,  0.07835012]), 'Predicted Class': np.int64(0)}, 1: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 3.64347404e-02,  1.09312847e-01,  7.01609722e-03, -1.40473743e-01,
        0.00000000e+00, -1.33831216e-02,  3.60595338e-04,  7.31293628e-04,
        1.42453518e-02, -6.79848501e-05]), 'Predicted Class': np.int64(0)}, 2: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 7.63605953e-02, -6.10770665e-02,  1.50353136e-01,  3.07254660e-01,
        0.00000000e+00,  1.97002336e-02, -1.47034577e-03,  1.20857887e-03,
        7.51730397e-03,  1.52905199e-04]), 'Predicted Class': np.int64(0)}, 3: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 1.08217909e-01,  6.35341507e-02,  7.69761411e-02,  2.42818481e-01,
        0.00000000e+00, -2.92358958e-02,  7.99767977e-04,  2.77909096e-03,
        5.30714836e-03, -4.92416782e-05]), 'Predicted Class': np.int64(0)}, 4: {'Feature': ['tenure', 'monthlycharges', 'totalcharges', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 1.40159316e-02,  7.70008606e-02,  4.13605749e-02,  2.26161739e-01,
        0.00000000e+00, -6.17597089e-02,  7.99767977e-04,  2.77909096e-03,
        8.38741087e-03, -4.92416782e-05]), 'Predicted Class': np.int64(0)}}","[{'criterion': 'entropy', 'max_depth': 20}, np.float64(0.6663420382172459), np.float64(0.5102010844472696), array([1.17558270e-01, 2.01379380e-01, 1.80162762e-01, 1.58420504e-02,
       1.29621889e-02, 1.13557802e-02, 1.21385055e-02, 8.08752383e-04,
       1.30816544e-03, 7.91427845e-03, 1.10140168e-03, 8.51492942e-03,
       1.13307649e-04, 3.75568351e-02, 1.42550988e-19, 1.50442590e-02,
       0.00000000e+00, 8.24627311e-03, 9.10979023e-03, 3.41397084e-19,
       9.79227870e-03, 7.15992423e-03, 6.14755687e-20, 7.27694650e-03,
       1.13507245e-02, 8.65629340e-04, 7.75324129e-03, 4.36941988e-03,
       8.46367581e-19, 4.14251562e-03, 5.02866577e-03, 3.80891979e-04,
       8.08957563e-03, 1.85065256e-01, 6.11349778e-03, 5.78622972e-03,
       1.12720044e-02, 9.73587893e-03, 1.28194366e-02, 1.48655114e-02,
       1.63663576e-02, 1.13037240e-02, 9.14907576e-03, 1.01962844e-02])]","[{'criterion': 'entropy', 'max_depth': 7}, np.float64(0.7376510095642883), np.float64(0.6165305475059665), array([0.12930108, 0.24321131, 0.10442533, 0.45789152, 0.01452283,
       0.01725562, 0.00754312, 0.00363128, 0.02032408, 0.00189383])]"
2,2.64,17,"['paperlessbilling', 'paymentmethod', 'dependents', 'multiplelines', 'totalcharges', 'phoneservice', 'deviceprotection', 'monthlycharges', 'seniorcitizen', 'onlinebackup', 'techsupport', 'streamingmovies', 'onlinesecurity', 'contract', 'internetservice', 'gender', 'streamingtv']","['totalcharges', 'contract', 'monthlycharges', 'paymentmethod', 'internetservice']","{'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 7, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}","(np.float64(0.7909920475757715), 0.6527100659592773, 0.5222579164754475, 0.8700305810397554)","(np.float64(0.7350880092505685), np.float64(0.6125697141772394))","(np.float64(0.752938184487951), 0.6106666666666667, 0.48775292864749736, 0.8163992869875223)","{'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Importance': array([0.16140491, 0.20460035, 0.02837841, 0.08422357, 0.        ,
       0.4642758 , 0.0121455 , 0.02304046, 0.00533952, 0.0043386 ,
       0.01129963, 0.00095324])}","{0: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 0.06696569, -0.01655377,  0.2089657 ,  0.26136796,  0.        ,
       -0.10861667,  0.00483118, -0.00921625,  0.00113526, -0.00280374,
        0.01299197,  0.08093266]), 'Predicted Class': np.int64(0)}, 1: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-3.33465114e-02, -1.67537811e-02,  1.52103811e-02, -9.20601304e-02,
        0.00000000e+00,  1.45529885e-01, -4.83118369e-03,  1.12508974e-02,
       -1.03349794e-03, -7.22421004e-05, -1.29919701e-02,  1.32548876e-04]), 'Predicted Class': np.int64(1)}, 2: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-9.14109330e-02,  2.36830763e-01,  6.30092071e-03, -5.46139314e-02,
        0.00000000e+00,  3.27034626e-01,  5.54572954e-02,  1.01051664e-02,
        4.88864516e-03, -6.55931645e-05,  5.21575347e-03,  2.57287504e-04]), 'Predicted Class': np.int64(0)}, 3: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 9.31653627e-02,  1.98104479e-01, -6.32166603e-03,  6.67754356e-02,
        0.00000000e+00,  1.64246585e-01, -1.09697272e-02, -1.18841344e-02,
       -9.49076152e-04, -5.02971276e-04,  8.41699536e-03, -8.12828975e-05]), 'Predicted Class': np.int64(0)}, 4: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 7.93011314e-02,  4.50170450e-02, -6.32166603e-03,  2.86405821e-02,
        0.00000000e+00,  2.05733174e-01, -1.09697272e-02, -4.59647425e-02,
       -9.49076152e-04, -5.02971276e-04,  1.47939585e-02, -8.12828975e-05]), 'Predicted Class': np.int64(0)}}","[{'criterion': 'gini', 'max_depth': 20}, np.float64(0.6588920629954723), np.float64(0.4989201346640372), array([1.91531973e-01, 2.46064187e-01, 1.42085691e-02, 1.75209732e-02,
       1.09964628e-02, 1.11335759e-02, 4.72614392e-04, 1.81911258e-03,
       8.73972554e-03, 9.13432981e-04, 8.02687363e-03, 7.71097327e-03,
       3.98530265e-02, 2.65821812e-03, 1.35379334e-02, 1.97526337e-18,
       6.53398850e-03, 1.03372198e-02, 7.03650121e-19, 8.17413141e-03,
       7.11899679e-03, 1.48855750e-03, 7.19841552e-03, 9.92522621e-03,
       4.86195761e-18, 7.05608687e-03, 8.08783774e-03, 1.47161423e-03,
       4.15731826e-03, 5.75195813e-03, 1.52113646e-18, 5.39650083e-03,
       2.35879424e-01, 4.66188274e-03, 4.46642602e-03, 1.13302561e-02,
       1.11818213e-02, 1.51793274e-02, 1.33422512e-02, 1.67366805e-02,
       1.04027185e-02, 8.98373250e-03, 9.94997716e-03])]","[{'criterion': 'entropy', 'max_depth': 7}, np.float64(0.7350880092505685), np.float64(0.6125697141772394), array([0.15677358, 0.19912427, 0.01336023, 0.09162301, 0.01640966,
       0.45536666, 0.01464186, 0.01920851, 0.0096719 , 0.00415958,
       0.01629   , 0.00337074])]"
3,2.49,16,"['paperlessbilling', 'paymentmethod', 'dependents', 'multiplelines', 'totalcharges', 'phoneservice', 'deviceprotection', 'monthlycharges', 'onlinebackup', 'techsupport', 'streamingmovies', 'onlinesecurity', 'contract', 'internetservice', 'gender', 'streamingtv']","['totalcharges', 'contract', 'monthlycharges', 'paymentmethod', 'internetservice']","{'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 7, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}","(np.float64(0.7909920475757715), 0.6527100659592773, 0.5222579164754475, 0.8700305810397554)","(np.float64(0.7350880092505685), np.float64(0.6125697141772394))","(np.float64(0.752938184487951), 0.6106666666666667, 0.48775292864749736, 0.8163992869875223)","{'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Importance': array([0.16140491, 0.20460035, 0.02837841, 0.08422357, 0.        ,
       0.4642758 , 0.0121455 , 0.02304046, 0.00533952, 0.0043386 ,
       0.01129963, 0.00095324])}","{0: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 0.06696569, -0.01655377,  0.2089657 ,  0.26136796,  0.        ,
       -0.10861667,  0.00483118, -0.00921625,  0.00113526, -0.00280374,
        0.01299197,  0.08093266]), 'Predicted Class': np.int64(0)}, 1: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-3.33465114e-02, -1.67537811e-02,  1.52103811e-02, -9.20601304e-02,
        0.00000000e+00,  1.45529885e-01, -4.83118369e-03,  1.12508974e-02,
       -1.03349794e-03, -7.22421004e-05, -1.29919701e-02,  1.32548876e-04]), 'Predicted Class': np.int64(1)}, 2: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-9.14109330e-02,  2.36830763e-01,  6.30092071e-03, -5.46139314e-02,
        0.00000000e+00,  3.27034626e-01,  5.54572954e-02,  1.01051664e-02,
        4.88864516e-03, -6.55931645e-05,  5.21575347e-03,  2.57287504e-04]), 'Predicted Class': np.int64(0)}, 3: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 9.31653627e-02,  1.98104479e-01, -6.32166603e-03,  6.67754356e-02,
        0.00000000e+00,  1.64246585e-01, -1.09697272e-02, -1.18841344e-02,
       -9.49076152e-04, -5.02971276e-04,  8.41699536e-03, -8.12828975e-05]), 'Predicted Class': np.int64(0)}, 4: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 7.93011314e-02,  4.50170450e-02, -6.32166603e-03,  2.86405821e-02,
        0.00000000e+00,  2.05733174e-01, -1.09697272e-02, -4.59647425e-02,
       -9.49076152e-04, -5.02971276e-04,  1.47939585e-02, -8.12828975e-05]), 'Predicted Class': np.int64(0)}}","[{'criterion': 'gini', 'max_depth': 20}, np.float64(0.6652388311697504), np.float64(0.5086530653028417), array([1.93685587e-01, 2.56961431e-01, 1.48480582e-02, 1.67665969e-02,
       1.05003506e-02, 1.21950059e-02, 7.29115825e-04, 1.91927201e-03,
       8.49039445e-03, 5.93099481e-04, 8.63628256e-03, 8.95278545e-03,
       4.00387068e-02, 1.49346099e-03, 1.44359482e-02, 3.46656237e-19,
       5.61656764e-03, 1.06635229e-02, 1.47322509e-03, 7.94904680e-03,
       6.99375994e-03, 0.00000000e+00, 8.27114053e-03, 8.93954487e-03,
       1.41652667e-03, 7.28063971e-03, 6.90596051e-03, 6.91498312e-19,
       4.63554150e-03, 5.87068585e-03, 0.00000000e+00, 5.71485471e-03,
       2.37011985e-01, 5.21116297e-03, 3.99156943e-03, 1.11321786e-02,
       1.30720695e-02, 1.48799122e-02, 1.38655274e-02, 1.79926659e-02,
       1.08658174e-02])]","[{'criterion': 'entropy', 'max_depth': 7}, np.float64(0.7350880092505685), np.float64(0.6125697141772394), array([0.15677358, 0.19912427, 0.01336023, 0.09162301, 0.01640966,
       0.45536666, 0.01464186, 0.01920851, 0.0096719 , 0.00415958,
       0.01629   , 0.00337074])]"
4,2.44,15,"['paperlessbilling', 'paymentmethod', 'dependents', 'multiplelines', 'totalcharges', 'phoneservice', 'monthlycharges', 'onlinebackup', 'techsupport', 'streamingmovies', 'onlinesecurity', 'contract', 'internetservice', 'gender', 'streamingtv']","['totalcharges', 'monthlycharges', 'contract', 'paymentmethod', 'internetservice']","{'ccp_alpha': 0.0, 'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 7, 'max_features': None, 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'min_samples_leaf': 1, 'min_samples_split': 2, 'min_weight_fraction_leaf': 0.0, 'monotonic_cst': None, 'random_state': 42, 'splitter': 'best'}","(np.float64(0.7909920475757715), 0.6527100659592773, 0.5222579164754475, 0.8700305810397554)","(np.float64(0.7350880092505685), np.float64(0.6125697141772394))","(np.float64(0.752938184487951), 0.6106666666666667, 0.48775292864749736, 0.8163992869875223)","{'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Importance': array([0.16140491, 0.20460035, 0.02837841, 0.08422357, 0.        ,
       0.4642758 , 0.0121455 , 0.02304046, 0.00533952, 0.0043386 ,
       0.01129963, 0.00095324])}","{0: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 0.06696569, -0.01655377,  0.2089657 ,  0.26136796,  0.        ,
       -0.10861667,  0.00483118, -0.00921625,  0.00113526, -0.00280374,
        0.01299197,  0.08093266]), 'Predicted Class': np.int64(0)}, 1: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-3.33465114e-02, -1.67537811e-02,  1.52103811e-02, -9.20601304e-02,
        0.00000000e+00,  1.45529885e-01, -4.83118369e-03,  1.12508974e-02,
       -1.03349794e-03, -7.22421004e-05, -1.29919701e-02,  1.32548876e-04]), 'Predicted Class': np.int64(1)}, 2: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([-9.14109330e-02,  2.36830763e-01,  6.30092071e-03, -5.46139314e-02,
        0.00000000e+00,  3.27034626e-01,  5.54572954e-02,  1.01051664e-02,
        4.88864516e-03, -6.55931645e-05,  5.21575347e-03,  2.57287504e-04]), 'Predicted Class': np.int64(0)}, 3: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 9.31653627e-02,  1.98104479e-01, -6.32166603e-03,  6.67754356e-02,
        0.00000000e+00,  1.64246585e-01, -1.09697272e-02, -1.18841344e-02,
       -9.49076152e-04, -5.02971276e-04,  8.41699536e-03, -8.12828975e-05]), 'Predicted Class': np.int64(0)}, 4: {'Feature': ['monthlycharges', 'totalcharges', 'internetservice_DSL', 'internetservice_Fiber optic', 'internetservice_No', 'contract_Month-to-month', 'contract_One year', 'contract_Two year', 'paymentmethod_Bank transfer (automatic)', 'paymentmethod_Credit card (automatic)', 'paymentmethod_Electronic check', 'paymentmethod_Mailed check'], 'Weights': array([ 7.93011314e-02,  4.50170450e-02, -6.32166603e-03,  2.86405821e-02,
        0.00000000e+00,  2.05733174e-01, -1.09697272e-02, -4.59647425e-02,
       -9.49076152e-04, -5.02971276e-04,  1.47939585e-02, -8.12828975e-05]), 'Predicted Class': np.int64(0)}}","[{'criterion': 'entropy', 'max_depth': 20}, np.float64(0.6689952595037377), np.float64(0.5140646213981583), array([2.18423679e-01, 2.82454327e-01, 1.58992307e-02, 1.60150636e-02,
       1.20172592e-02, 1.21088621e-02, 1.18427868e-03, 1.49999759e-03,
       8.59565856e-03, 8.70144127e-04, 1.21249223e-02, 4.59582097e-03,
       3.78254908e-02, 2.43672691e-03, 1.05929934e-02, 4.99832846e-05,
       8.78908084e-03, 1.04766287e-02, 0.00000000e+00, 8.23609989e-03,
       1.15722699e-02, 2.43479364e-03, 9.02532076e-03, 6.31485097e-03,
       1.23285828e-03, 4.20327181e-03, 6.43883661e-03, 4.70115444e-04,
       7.60997052e-03, 1.85967426e-01, 6.66205225e-03, 6.35283123e-03,
       1.15322033e-02, 1.36235184e-02, 1.43825929e-02, 1.58348256e-02,
       2.00319941e-02, 1.21140199e-02])]","[{'criterion': 'entropy', 'max_depth': 7}, np.float64(0.7350880092505685), np.float64(0.6125697141772394), array([0.15677358, 0.19912427, 0.01336023, 0.09162301, 0.01640966,
       0.45536666, 0.01464186, 0.01920851, 0.0096719 , 0.00415958,
       0.01629   , 0.00337074])]"
